Term	Grantham_Val	Annotation	Haploblock
GO:0002237	103	response to molecule of bacterial origin	PETPET_11_syn1
GO:0002939	99	tRNA N1-guanine methylation	PETPET_11_syn1
GO:0005975	1451	carbohydrate metabolic process	PETPET_11_syn1
GO:0005985	109	sucrose metabolic process	PETPET_11_syn1
GO:0005991	225	trehalose metabolic process	PETPET_11_syn1
GO:0005992	5	trehalose biosynthetic process	PETPET_11_syn1
GO:0006006	365	glucose metabolic process	PETPET_11_syn1
GO:0006081	224	cellular aldehyde metabolic process	PETPET_11_syn1
GO:0006096	121	glycolytic process	PETPET_11_syn1
GO:0006099	45	tricarboxylic acid cycle	PETPET_11_syn1
GO:0006109	60	regulation of carbohydrate metabolic process	PETPET_11_syn1
GO:0006122	58	mitochondrial electron transport, ubiquinol to cytochrome c	PETPET_11_syn1
GO:0006123	58	mitochondrial electron transport, cytochrome c to oxygen	PETPET_11_syn1
GO:0006164	32	purine nucleotide biosynthetic process	PETPET_11_syn1
GO:0006165	65	nucleoside diphosphate phosphorylation	PETPET_11_syn1
GO:0006183	65	GTP biosynthetic process	PETPET_11_syn1
GO:0006189	32	'de novo' IMP biosynthetic process	PETPET_11_syn1
GO:0006228	65	UTP biosynthetic process	PETPET_11_syn1
GO:0006241	65	CTP biosynthetic process	PETPET_11_syn1
GO:0006270	94	DNA replication initiation	PETPET_11_syn1
GO:0006281	2242	DNA repair	PETPET_11_syn1
GO:0006282	552	regulation of DNA repair	PETPET_11_syn1
GO:0006284	1546	base-excision repair	PETPET_11_syn1
GO:0006306	1546	DNA methylation	PETPET_11_syn1
GO:0006342	1569	chromatin silencing	PETPET_11_syn1
GO:0006349	29	regulation of gene expression by genetic imprinting	PETPET_11_syn1
GO:0006351	370	transcription, DNA-templated	PETPET_11_syn1
GO:0006355	5979	regulation of transcription, DNA-templated	PETPET_11_syn1
GO:0006357	479	regulation of transcription by RNA polymerase II	PETPET_11_syn1
GO:0006364	421	rRNA processing	PETPET_11_syn1
GO:0006396	274	RNA processing	PETPET_11_syn1
GO:0006402	892	mRNA catabolic process	PETPET_11_syn1
GO:0006412	56	translation	PETPET_11_syn1
GO:0006413	144	translational initiation	PETPET_11_syn1
GO:0006457	162	protein folding	PETPET_11_syn1
GO:0006468	9620	protein phosphorylation	PETPET_11_syn1
GO:0006470	74	protein dephosphorylation	PETPET_11_syn1
GO:0006473	162	protein acetylation	PETPET_11_syn1
GO:0006479	164	protein methylation	PETPET_11_syn1
GO:0006486	193	protein glycosylation	PETPET_11_syn1
GO:0006487	104	protein N-linked glycosylation	PETPET_11_syn1
GO:0006488	29	dolichol-linked oligosaccharide biosynthetic process	PETPET_11_syn1
GO:0006490	29	oligosaccharide-lipid intermediate biosynthetic process	PETPET_11_syn1
GO:0006511	916	ubiquitin-dependent protein catabolic process	PETPET_11_syn1
GO:0006535	78	cysteine biosynthetic process from serine	PETPET_11_syn1
GO:0006540	46	glutamate decarboxylation to succinate	PETPET_11_syn1
GO:0006561	5	proline biosynthetic process	PETPET_11_syn1
GO:0006606	324	protein import into nucleus	PETPET_11_syn1
GO:0006629	899	lipid metabolic process	PETPET_11_syn1
GO:0006633	161	fatty acid biosynthetic process	PETPET_11_syn1
GO:0006635	225	fatty acid beta-oxidation	PETPET_11_syn1
GO:0006646	188	phosphatidylethanolamine biosynthetic process	PETPET_11_syn1
GO:0006662	60	glycerol ether metabolic process	PETPET_11_syn1
GO:0006680	278	glucosylceramide catabolic process	PETPET_11_syn1
GO:0006741	96	NADP biosynthetic process	PETPET_11_syn1
GO:0006855	89	drug transmembrane transport	PETPET_11_syn1
GO:0006863	305	purine nucleobase transport	PETPET_11_syn1
GO:0006865	29	amino acid transport	PETPET_11_syn1
GO:0006874	361	cellular calcium ion homeostasis	PETPET_11_syn1
GO:0006886	89	intracellular protein transport	PETPET_11_syn1
GO:0006891	320	intra-Golgi vesicle-mediated transport	PETPET_11_syn1
GO:0006950	252	response to stress	PETPET_11_syn1
GO:0006970	1312	response to osmotic stress	PETPET_11_syn1
GO:0006979	1456	response to oxidative stress	PETPET_11_syn1
GO:0006997	90	nucleus organization	PETPET_11_syn1
GO:0007018	126	microtubule-based movement	PETPET_11_syn1
GO:0007020	15	microtubule nucleation	PETPET_11_syn1
GO:0007029	522	endoplasmic reticulum organization	PETPET_11_syn1
GO:0007030	152	Golgi organization	PETPET_11_syn1
GO:0007031	225	peroxisome organization	PETPET_11_syn1
GO:0007064	466	mitotic sister chromatid cohesion	PETPET_11_syn1
GO:0007098	1102	centrosome cycle	PETPET_11_syn1
GO:0007165	844	signal transduction	PETPET_11_syn1
GO:0007178	22	transmembrane receptor protein serine/threonine kinase signaling pathway	PETPET_11_syn1
GO:0007186	892	G protein-coupled receptor signaling pathway	PETPET_11_syn1
GO:0007266	99	Rho protein signal transduction	PETPET_11_syn1
GO:0007275	297	multicellular organism development	PETPET_11_syn1
GO:0007276	87	gamete generation	PETPET_11_syn1
GO:0007623	188	circadian rhythm	PETPET_11_syn1
GO:0008033	190	tRNA processing	PETPET_11_syn1
GO:0008219	65	cell death	PETPET_11_syn1
GO:0008380	46	RNA splicing	PETPET_11_syn1
GO:0008615	56	pyridoxine biosynthetic process	PETPET_11_syn1
GO:0008643	22	carbohydrate transport	PETPET_11_syn1
GO:0008654	188	phospholipid biosynthetic process	PETPET_11_syn1
GO:0009051	99	pentose-phosphate shunt, oxidative branch	PETPET_11_syn1
GO:0009113	32	purine nucleobase biosynthetic process	PETPET_11_syn1
GO:0009157	101	deoxyribonucleoside monophosphate biosynthetic process	PETPET_11_syn1
GO:0009165	101	nucleotide biosynthetic process	PETPET_11_syn1
GO:0009228	85	thiamine biosynthetic process	PETPET_11_syn1
GO:0009229	85	thiamine diphosphate biosynthetic process	PETPET_11_syn1
GO:0009251	56	glucan catabolic process	PETPET_11_syn1
GO:0009294	524	DNA mediated transformation	PETPET_11_syn1
GO:0009299	65	mRNA transcription	PETPET_11_syn1
GO:0009408	811	response to heat	PETPET_11_syn1
GO:0009409	1559	response to cold	PETPET_11_syn1
GO:0009414	709	response to water deprivation	PETPET_11_syn1
GO:0009416	288	response to light stimulus	PETPET_11_syn1
GO:0009443	56	pyridoxal 5'-phosphate salvage	PETPET_11_syn1
GO:0009450	46	gamma-aminobutyric acid catabolic process	PETPET_11_syn1
GO:0009451	23	RNA modification	PETPET_11_syn1
GO:0009553	71	embryo sac development	PETPET_11_syn1
GO:0009554	58	megasporogenesis	PETPET_11_syn1
GO:0009555	688	pollen development	PETPET_11_syn1
GO:0009584	314	detection of visible light	PETPET_11_syn1
GO:0009585	557	red, far-red light phototransduction	PETPET_11_syn1
GO:0009611	3171	response to wounding	PETPET_11_syn1
GO:0009624	43	response to nematode	PETPET_11_syn1
GO:0009625	103	response to insect	PETPET_11_syn1
GO:0009626	772	plant-type hypersensitive response	PETPET_11_syn1
GO:0009629	301	response to gravity	PETPET_11_syn1
GO:0009630	828	gravitropism	PETPET_11_syn1
GO:0009631	483	cold acclimation	PETPET_11_syn1
GO:0009637	650	response to blue light	PETPET_11_syn1
GO:0009638	155	phototropism	PETPET_11_syn1
GO:0009639	362	response to red or far red light	PETPET_11_syn1
GO:0009640	505	photomorphogenesis	PETPET_11_syn1
GO:0009644	348	response to high light intensity	PETPET_11_syn1
GO:0009647	184	skotomorphogenesis	PETPET_11_syn1
GO:0009648	29	photoperiodism	PETPET_11_syn1
GO:0009651	2550	response to salt stress	PETPET_11_syn1
GO:0009653	121	anatomical structure morphogenesis	PETPET_11_syn1
GO:0009663	23	plasmodesma organization	PETPET_11_syn1
GO:0009664	45	plant-type cell wall organization	PETPET_11_syn1
GO:0009686	23	gibberellin biosynthetic process	PETPET_11_syn1
GO:0009688	316	abscisic acid biosynthetic process	PETPET_11_syn1
GO:0009695	190	jasmonic acid biosynthetic process	PETPET_11_syn1
GO:0009704	78	de-etiolation	PETPET_11_syn1
GO:0009715	301	chalcone biosynthetic process	PETPET_11_syn1
GO:0009718	5	anthocyanin-containing compound biosynthetic process	PETPET_11_syn1
GO:0009723	283	response to ethylene	PETPET_11_syn1
GO:0009733	866	response to auxin	PETPET_11_syn1
GO:0009734	410	auxin-activated signaling pathway	PETPET_11_syn1
GO:0009735	110	response to cytokinin	PETPET_11_syn1
GO:0009737	2392	response to abscisic acid	PETPET_11_syn1
GO:0009738	335	abscisic acid-activated signaling pathway	PETPET_11_syn1
GO:0009739	384	response to gibberellin	PETPET_11_syn1
GO:0009740	341	gibberellic acid mediated signaling pathway	PETPET_11_syn1
GO:0009741	99	response to brassinosteroid	PETPET_11_syn1
GO:0009742	186	brassinosteroid mediated signaling pathway	PETPET_11_syn1
GO:0009749	311	response to glucose	PETPET_11_syn1
GO:0009751	277	response to salicylic acid	PETPET_11_syn1
GO:0009753	446	response to jasmonic acid	PETPET_11_syn1
GO:0009755	632	hormone-mediated signaling pathway	PETPET_11_syn1
GO:0009767	234	photosynthetic electron transport chain	PETPET_11_syn1
GO:0009768	109	photosynthesis, light harvesting in photosystem I	PETPET_11_syn1
GO:0009785	155	blue light signaling pathway	PETPET_11_syn1
GO:0009787	258	regulation of abscisic acid-activated signaling pathway	PETPET_11_syn1
GO:0009789	184	positive regulation of abscisic acid-activated signaling pathway	PETPET_11_syn1
GO:0009791	207	post-embryonic development	PETPET_11_syn1
GO:0009793	535	embryo development ending in seed dormancy	PETPET_11_syn1
GO:0009809	349	lignin biosynthetic process	PETPET_11_syn1
GO:0009813	301	flavonoid biosynthetic process	PETPET_11_syn1
GO:0009826	288	unidimensional cell growth	PETPET_11_syn1
GO:0009828	45	plant-type cell wall loosening	PETPET_11_syn1
GO:0009832	225	plant-type cell wall biogenesis	PETPET_11_syn1
GO:0009834	418	plant-type secondary cell wall biogenesis	PETPET_11_syn1
GO:0009845	161	seed germination	PETPET_11_syn1
GO:0009846	53	pollen germination	PETPET_11_syn1
GO:0009854	56	oxidative photosynthetic carbon pathway	PETPET_11_syn1
GO:0009860	191	pollen tube growth	PETPET_11_syn1
GO:0009861	718	jasmonic acid and ethylene-dependent systemic resistance	PETPET_11_syn1
GO:0009863	163	salicylic acid mediated signaling pathway	PETPET_11_syn1
GO:0009867	163	jasmonic acid mediated signaling pathway	PETPET_11_syn1
GO:0009875	71	pollen-pistil interaction	PETPET_11_syn1
GO:0009903	650	chloroplast avoidance movement	PETPET_11_syn1
GO:0009904	650	chloroplast accumulation movement	PETPET_11_syn1
GO:0009908	247	flower development	PETPET_11_syn1
GO:0009909	200	regulation of flower development	PETPET_11_syn1
GO:0009911	235	positive regulation of flower development	PETPET_11_syn1
GO:0009915	109	phloem sucrose loading	PETPET_11_syn1
GO:0009926	301	auxin polar transport	PETPET_11_syn1
GO:0009932	998	cell tip growth	PETPET_11_syn1
GO:0009938	341	negative regulation of gibberellic acid mediated signaling pathway	PETPET_11_syn1
GO:0009939	161	positive regulation of gibberellic acid mediated signaling pathway	PETPET_11_syn1
GO:0009942	457	longitudinal axis specification	PETPET_11_syn1
GO:0009943	46	adaxial/abaxial axis specification	PETPET_11_syn1
GO:0009944	45	polarity specification of adaxial/abaxial axis	PETPET_11_syn1
GO:0009959	362	negative gravitropism	PETPET_11_syn1
GO:0009965	109	leaf morphogenesis	PETPET_11_syn1
GO:0009969	56	xyloglucan biosynthetic process	PETPET_11_syn1
GO:0010026	928	trichome differentiation	PETPET_11_syn1
GO:0010029	261	regulation of seed germination	PETPET_11_syn1
GO:0010051	23	xylem and phloem pattern formation	PETPET_11_syn1
GO:0010053	998	root epidermal cell differentiation	PETPET_11_syn1
GO:0010054	56	trichoblast differentiation	PETPET_11_syn1
GO:0010067	23	procambium histogenesis	PETPET_11_syn1
GO:0010072	65	primary shoot apical meristem specification	PETPET_11_syn1
GO:0010075	318	regulation of meristem growth	PETPET_11_syn1
GO:0010078	318	maintenance of root meristem identity	PETPET_11_syn1
GO:0010088	341	phloem development	PETPET_11_syn1
GO:0010089	99	xylem development	PETPET_11_syn1
GO:0010105	157	negative regulation of ethylene-activated signaling pathway	PETPET_11_syn1
GO:0010117	348	photoprotection	PETPET_11_syn1
GO:0010118	311	stomatal movement	PETPET_11_syn1
GO:0010119	261	regulation of stomatal movement	PETPET_11_syn1
GO:0010120	5	camalexin biosynthetic process	PETPET_11_syn1
GO:0010150	114	leaf senescence	PETPET_11_syn1
GO:0010162	249	seed dormancy process	PETPET_11_syn1
GO:0010182	626	sugar mediated signaling pathway	PETPET_11_syn1
GO:0010183	209	pollen tube guidance	PETPET_11_syn1
GO:0010187	99	negative regulation of seed germination	PETPET_11_syn1
GO:0010192	299	mucilage biosynthetic process	PETPET_11_syn1
GO:0010193	145	response to ozone	PETPET_11_syn1
GO:0010196	109	nonphotochemical quenching	PETPET_11_syn1
GO:0010200	894	response to chitin	PETPET_11_syn1
GO:0010207	109	photosystem II assembly	PETPET_11_syn1
GO:0010214	328	seed coat development	PETPET_11_syn1
GO:0010215	138	cellulose microfibril organization	PETPET_11_syn1
GO:0010218	120	response to far red light	PETPET_11_syn1
GO:0010222	877	stem vascular tissue pattern formation	PETPET_11_syn1
GO:0010223	65	secondary shoot formation	PETPET_11_syn1
GO:0010224	301	response to UV-B	PETPET_11_syn1
GO:0010227	595	floral organ abscission	PETPET_11_syn1
GO:0010228	206	vegetative to reproductive phase transition of meristem	PETPET_11_syn1
GO:0010231	88	maintenance of seed dormancy	PETPET_11_syn1
GO:0010246	171	rhamnogalacturonan I biosynthetic process	PETPET_11_syn1
GO:0010252	229	auxin homeostasis	PETPET_11_syn1
GO:0010311	85	lateral root formation	PETPET_11_syn1
GO:0010336	58	gibberellic acid homeostasis	PETPET_11_syn1
GO:0010345	877	suberin biosynthetic process	PETPET_11_syn1
GO:0010371	15	regulation of gibberellin biosynthetic process	PETPET_11_syn1
GO:0010392	299	galactoglucomannan metabolic process	PETPET_11_syn1
GO:0010411	219	xyloglucan metabolic process	PETPET_11_syn1
GO:0010413	56	glucuronoxylan metabolic process	PETPET_11_syn1
GO:0010417	56	glucuronoxylan biosynthetic process	PETPET_11_syn1
GO:0010442	899	guard cell morphogenesis	PETPET_11_syn1
GO:0010449	483	root meristem growth	PETPET_11_syn1
GO:0010468	131	regulation of gene expression	PETPET_11_syn1
GO:0010483	74	pollen tube reception	PETPET_11_syn1
GO:0010492	133	maintenance of shoot apical meristem identity	PETPET_11_syn1
GO:0010496	225	intercellular transport	PETPET_11_syn1
GO:0010497	23	plasmodesmata-mediated intercellular transport	PETPET_11_syn1
GO:0010588	877	cotyledon vascular tissue pattern formation	PETPET_11_syn1
GO:0010603	74	regulation of cytoplasmic mRNA processing body assembly	PETPET_11_syn1
GO:0010628	418	positive regulation of gene expression	PETPET_11_syn1
GO:0015031	23	protein transport	PETPET_11_syn1
GO:0015770	109	sucrose transport	PETPET_11_syn1
GO:0015871	23	choline transport	PETPET_11_syn1
GO:0015904	89	tetracycline transmembrane transport	PETPET_11_syn1
GO:0015908	877	fatty acid transport	PETPET_11_syn1
GO:0015910	225	long-chain fatty acid import into peroxisome	PETPET_11_syn1
GO:0015914	203	phospholipid transport	PETPET_11_syn1
GO:0015979	457	photosynthesis	PETPET_11_syn1
GO:0015995	210	chlorophyll biosynthetic process	PETPET_11_syn1
GO:0016036	638	cellular response to phosphate starvation	PETPET_11_syn1
GO:0016049	102	cell growth	PETPET_11_syn1
GO:0016106	248	sesquiterpenoid biosynthetic process	PETPET_11_syn1
GO:0016121	5	carotene catabolic process	PETPET_11_syn1
GO:0016192	23	vesicle-mediated transport	PETPET_11_syn1
GO:0016310	1158	phosphorylation	PETPET_11_syn1
GO:0016311	137	dephosphorylation	PETPET_11_syn1
GO:0016540	29	protein autoprocessing	PETPET_11_syn1
GO:0016567	2796	protein ubiquitination	PETPET_11_syn1
GO:0016573	162	histone acetylation	PETPET_11_syn1
GO:0016579	386	protein deubiquitination	PETPET_11_syn1
GO:0017006	314	protein-tetrapyrrole linkage	PETPET_11_syn1
GO:0018315	311	molybdenum incorporation into molybdenum-molybdopterin complex	PETPET_11_syn1
GO:0019344	78	cysteine biosynthetic process	PETPET_11_syn1
GO:0019433	109	triglyceride catabolic process	PETPET_11_syn1
GO:0019674	96	NAD metabolic process	PETPET_11_syn1
GO:0019760	130	glucosinolate metabolic process	PETPET_11_syn1
GO:0019761	340	glucosinolate biosynthetic process	PETPET_11_syn1
GO:0019853	145	L-ascorbic acid biosynthetic process	PETPET_11_syn1
GO:0022622	483	root system development	PETPET_11_syn1
GO:0030001	234	metal ion transport	PETPET_11_syn1
GO:0030007	261	cellular potassium ion homeostasis	PETPET_11_syn1
GO:0030010	457	establishment of cell polarity	PETPET_11_syn1
GO:0030029	121	actin filament-based process	PETPET_11_syn1
GO:0030036	53	actin cytoskeleton organization	PETPET_11_syn1
GO:0030100	23	regulation of endocytosis	PETPET_11_syn1
GO:0030154	109	cell differentiation	PETPET_11_syn1
GO:0030163	87	protein catabolic process	PETPET_11_syn1
GO:0030174	215	regulation of DNA-dependent DNA replication initiation	PETPET_11_syn1
GO:0030308	595	negative regulation of cell growth	PETPET_11_syn1
GO:0030322	261	stabilization of membrane potential	PETPET_11_syn1
GO:0030422	242	production of siRNA involved in RNA interference	PETPET_11_syn1
GO:0030488	99	tRNA methylation	PETPET_11_syn1
GO:0030639	301	polyketide biosynthetic process	PETPET_11_syn1
GO:0031053	202	primary miRNA processing	PETPET_11_syn1
GO:0031087	892	deadenylation-independent decapping of nuclear-transcribed mRNA	PETPET_11_syn1
GO:0031116	15	positive regulation of microtubule polymerization	PETPET_11_syn1
GO:0031146	1349	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	PETPET_11_syn1
GO:0031204	75	posttranslational protein targeting to membrane, translocation	PETPET_11_syn1
GO:0031222	163	arabinan catabolic process	PETPET_11_syn1
GO:0031408	190	oxylipin biosynthetic process	PETPET_11_syn1
GO:0031507	29	heterochromatin assembly	PETPET_11_syn1
GO:0031540	301	regulation of anthocyanin biosynthetic process	PETPET_11_syn1
GO:0031667	236	response to nutrient levels	PETPET_11_syn1
GO:0031936	1546	negative regulation of chromatin silencing	PETPET_11_syn1
GO:0031937	206	positive regulation of chromatin silencing	PETPET_11_syn1
